respondent_id,has_seen_any_star_wars_film,has_seen_any_star_wars_film_binary,is_star_wars_fan,is_star_wars_fan_binary,fan_segment,total_movies_seen,movie_consumption_segment,has_complete_movie_ranking,which_character_shot_first,is_familiar_with_expanded_universe,is_familiar_with_expanded_universe_binary,is_expanded_universe_fan,is_expanded_universe_fan_binary,is_star_trek_fan,is_star_trek_fan_binary,gender,age,household_income,education,location_census_region,has_demographic_info,average_character_opinion_score
3291141478.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,female,> 60,"$150,000+",graduate degree,pacific,1,1.5714285714285714
3291139156.0,yes,1,yes,1.0,fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,45-60,,bachelor degree,west north central,1,1.1
3291121359.0,yes,1,no,0.0,not_fan,2,low_consumption,1,greedo,yes,1.0,no,0.0,yes,1.0,male,45-60,"$25,000 - $49,999",bachelor degree,south atlantic,1,1.1428571428571428
3291119656.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$25,000 - $49,999",high school degree,mountain,1,0.2857142857142857
3291101925.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,yes,1.0,no,0.0,no,0.0,female,18-29,"$0 - $24,999",bachelor degree,mountain,1,0.42857142857142855
3291094347.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,30-44,"$50,000 - $99,999",some college or associate degree,pacific,1,1.2142857142857142
3291092094.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,han,no,0.0,,,no,0.0,female,45-60,"$25,000 - $49,999",high school degree,east north central,1,1.0714285714285714
3291077381.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$150,000+",graduate degree,mountain,1,0.0
3291075212.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,30-44,"$100,000 - $149,999",some college or associate degree,east south central,1,1.3571428571428572
3291064417.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,30-44,"$25,000 - $49,999",some college or associate degree,pacific,1,
3291063226.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,no,0.0,female,18-29,"$150,000+",bachelor degree,pacific,1,0.8571428571428571
3291060156.0,yes,1,yes,1.0,fan,3,medium_consumption,1,greedo,no,0.0,,,no,0.0,female,30-44,"$0 - $24,999",bachelor degree,mountain,1,0.42857142857142855
3291056296.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,no,0.0,female,18-29,"$25,000 - $49,999",some college or associate degree,west north central,1,1.7857142857142858
3291052728.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,45-60,"$50,000 - $99,999",graduate degree,west south central,1,0.9285714285714286
3291051343.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$0 - $24,999",high school degree,middle atlantic,1,0.6428571428571429
3291045360.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,45-60,,graduate degree,east south central,1,1.3571428571428572
3291043176.0,yes,1,no,0.0,not_fan,6,high_consumption,1,greedo,no,0.0,,,no,0.0,male,30-44,,some college or associate degree,pacific,1,0.7857142857142857
3291042516.0,yes,1,no,0.0,not_fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$100,000 - $149,999",bachelor degree,pacific,1,1.7142857142857142
3291037640.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3291034202.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$150,000+",bachelor degree,middle atlantic,1,1.1428571428571428
3291033668.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,"$0 - $24,999",some college or associate degree,east north central,1,
3291032418.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,han,no,0.0,,,no,0.0,female,45-60,"$50,000 - $99,999",high school degree,east north central,1,1.0
3291029281.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,,graduate degree,middle atlantic,1,
3291028446.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,no,0.0,male,30-44,"$25,000 - $49,999",some college or associate degree,south atlantic,1,0.42857142857142855
3291024297.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,> 60,"$0 - $24,999",graduate degree,middle atlantic,1,0.4166666666666667
3291023456.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,female,18-29,"$50,000 - $99,999",some college or associate degree,west south central,1,1.2307692307692308
3291022655.0,yes,1,yes,1.0,fan,4,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,> 60,"$50,000 - $99,999",some college or associate degree,south atlantic,1,1.1111111111111112
3291022275.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,"$0 - $24,999",less than high school degree,east north central,1,
3291022013.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3291019033.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,female,30-44,"$50,000 - $99,999",some college or associate degree,west south central,1,1.0
3291018581.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,45-60,,bachelor degree,east north central,1,
3291015347.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$0 - $24,999",bachelor degree,west north central,1,
3291014757.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,> 60,"$100,000 - $149,999",graduate degree,mountain,1,1.25
3291009055.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$50,000 - $99,999",some college or associate degree,east north central,1,
3291007877.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,45-60,"$100,000 - $149,999",bachelor degree,middle atlantic,1,1.8571428571428572
3291006540.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3291002672.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$150,000+",some college or associate degree,east north central,1,1.4
3291001879.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,"$50,000 - $99,999",bachelor degree,west south central,1,
3290999912.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,45-60,"$0 - $24,999",bachelor degree,west south central,1,1.5555555555555556
3290998457.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,30-44,"$100,000 - $149,999",bachelor degree,east north central,1,
3290996933.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,no,0.0,male,18-29,"$50,000 - $99,999",some college or associate degree,pacific,1,1.3571428571428572
3290994001.0,yes,1,no,0.0,not_fan,5,high_consumption,1,greedo,yes,1.0,no,0.0,no,0.0,male,18-29,"$0 - $24,999",high school degree,middle atlantic,1,1.2142857142857142
3290992477.0,yes,1,yes,1.0,fan,5,high_consumption,1,han,no,0.0,,,yes,1.0,female,18-29,"$25,000 - $49,999",bachelor degree,east north central,1,1.0833333333333333
3290992371.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,30-44,"$25,000 - $49,999",bachelor degree,west south central,1,
3290987996.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,no,0.0,yes,1.0,male,30-44,"$0 - $24,999",graduate degree,mountain,1,1.5384615384615385
3290984063.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,,some college or associate degree,south atlantic,1,1.1111111111111112
3290980789.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290977827.0,yes,1,no,0.0,not_fan,6,high_consumption,1,greedo,no,0.0,,,no,0.0,male,18-29,,some college or associate degree,pacific,1,2.0
3290976539.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290975724.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,> 60,"$50,000 - $99,999",high school degree,mountain,1,0.8571428571428571
3290973695.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,female,18-29,,some college or associate degree,middle atlantic,1,0.5714285714285714
3290973177.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,30-44,"$25,000 - $49,999",bachelor degree,south atlantic,1,
3290973120.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,30-44,,some college or associate degree,east north central,1,
3290972257.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,30-44,"$100,000 - $149,999",graduate degree,pacific,1,1.6923076923076923
3290971794.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,female,45-60,,graduate degree,east south central,1,1.0714285714285714
3290971358.0,yes,1,yes,1.0,fan,2,low_consumption,1,greedo,no,0.0,,,no,0.0,female,30-44,"$50,000 - $99,999",some college or associate degree,pacific,1,1.0
3290965482.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,,graduate degree,middle atlantic,1,
3290961855.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,30-44,"$25,000 - $49,999",some college or associate degree,east north central,1,
3290961497.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,no,0.0,male,18-29,"$50,000 - $99,999",bachelor degree,east north central,1,0.6428571428571429
3290953060.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$50,000 - $99,999",graduate degree,west north central,1,
3290949606.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290948002.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,yes,1.0,no,0.0,no,0.0,female,> 60,"$0 - $24,999",graduate degree,south atlantic,1,1.875
3290947136.0,yes,1,no,0.0,not_fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,female,45-60,"$25,000 - $49,999",some college or associate degree,west north central,1,1.2142857142857142
3290947011.0,yes,1,no,0.0,not_fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,18-29,"$100,000 - $149,999",high school degree,middle atlantic,1,1.0
3290946211.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,30-44,,graduate degree,east north central,1,
3290944858.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,30-44,"$100,000 - $149,999",some college or associate degree,pacific,1,1.5714285714285714
3290944288.0,yes,1,yes,1.0,fan,5,high_consumption,1,greedo,yes,1.0,no,0.0,no,0.0,male,45-60,,bachelor degree,west north central,1,1.2307692307692308
3290941824.0,yes,1,yes,1.0,fan,5,high_consumption,1,greedo,no,0.0,,,no,0.0,,,,,,0,1.6666666666666667
3290939696.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290934328.0,yes,1,no,0.0,not_fan,2,low_consumption,1,han,no,0.0,,,no,0.0,male,45-60,"$50,000 - $99,999",bachelor degree,east north central,1,1.0714285714285714
3290929229.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,30-44,"$50,000 - $99,999",graduate degree,pacific,1,0.7142857142857143
3290927126.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,,some college or associate degree,west south central,1,
3290926407.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,> 60,"$50,000 - $99,999",bachelor degree,west south central,1,
3290922858.0,yes,1,no,0.0,not_fan,6,high_consumption,1,i don't understand this question,yes,1.0,no,0.0,no,0.0,male,> 60,"$50,000 - $99,999",high school degree,middle atlantic,1,1.1428571428571428
3290920752.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,> 60,"$0 - $24,999",some college or associate degree,pacific,1,0.0
3290919823.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,female,30-44,,graduate degree,west south central,1,0.8571428571428571
3290919419.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,male,45-60,,bachelor degree,west south central,1,1.0714285714285714
3290917153.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,no,0.0,male,30-44,"$150,000+",graduate degree,east north central,1,0.42857142857142855
3290917131.0,yes,1,yes,1.0,fan,6,high_consumption,1,,,,,,,,,,,,,0,0.9230769230769231
3290916554.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,female,18-29,,some college or associate degree,mountain,1,1.0714285714285714
3290915885.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,45-60,,some college or associate degree,pacific,1,1.4285714285714286
3290912485.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290912014.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,han,no,0.0,,,no,0.0,female,45-60,"$50,000 - $99,999",some college or associate degree,east north central,1,1.2
3290910069.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,,some college or associate degree,new england,1,0.6153846153846154
3290906086.0,yes,1,yes,1.0,fan,5,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,,graduate degree,east north central,1,0.7142857142857143
3290906022.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$100,000 - $149,999",some college or associate degree,mountain,1,0.6666666666666666
3290903423.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$50,000 - $99,999",graduate degree,mountain,1,0.9090909090909091
3290902880.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,female,45-60,"$150,000+",graduate degree,south atlantic,1,1.2857142857142858
3290901027.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,male,45-60,"$0 - $24,999",graduate degree,east north central,1,0.46153846153846156
3290896982.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290893301.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,> 60,"$150,000+",bachelor degree,east north central,1,
3290889443.0,yes,1,no,0.0,not_fan,2,low_consumption,1,han,no,0.0,,,no,0.0,female,18-29,"$50,000 - $99,999",bachelor degree,east north central,1,0.9285714285714286
3290888715.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290888303.0,yes,1,yes,1.0,fan,5,high_consumption,1,han,no,0.0,,,yes,1.0,male,18-29,,high school degree,east north central,1,0.6428571428571429
3290888102.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$25,000 - $49,999",graduate degree,mountain,1,1.375
3290888079.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,> 60,,some college or associate degree,middle atlantic,1,1.0714285714285714
3290884427.0,yes,1,yes,1.0,fan,5,high_consumption,1,greedo,yes,1.0,no,0.0,yes,1.0,male,45-60,,bachelor degree,pacific,1,1.2142857142857142
3290881566.0,yes,1,yes,1.0,fan,5,high_consumption,1,han,no,0.0,,,no,0.0,female,> 60,"$100,000 - $149,999",graduate degree,pacific,1,0.7692307692307693
3290879019.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,female,45-60,"$25,000 - $49,999",graduate degree,east south central,1,0.9285714285714286
3290878766.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,45-60,"$150,000+",bachelor degree,south atlantic,1,1.1538461538461537
3290874545.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,,,,1,
3290873342.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,no,0.0,male,30-44,"$50,000 - $99,999",bachelor degree,middle atlantic,1,0.5714285714285714
3290871307.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$100,000 - $149,999",graduate degree,pacific,1,0.8571428571428571
3290869696.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,45-60,"$50,000 - $99,999",bachelor degree,east north central,1,
3290863729.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,female,18-29,"$100,000 - $149,999",some college or associate degree,east north central,1,0.8571428571428571
3290863193.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,45-60,,bachelor degree,south atlantic,1,1.5
3290862050.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290860908.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,no,0.0,yes,1.0,male,45-60,"$0 - $24,999",graduate degree,mountain,1,1.8181818181818181
3290860842.0,yes,1,no,0.0,not_fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,> 60,,some college or associate degree,south atlantic,1,0.8571428571428571
3290860558.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,30-44,,bachelor degree,new england,1,1.7857142857142858
3290858689.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290858543.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,yes,1.0,no,0.0,yes,1.0,male,45-60,"$150,000+",graduate degree,new england,1,1.3333333333333333
3290855818.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,45-60,,high school degree,east north central,1,1.5
3290854802.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,yes,1.0,no,0.0,male,30-44,"$0 - $24,999",high school degree,pacific,1,1.0
3290853559.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$25,000 - $49,999",some college or associate degree,east south central,1,0.36363636363636365
3290853267.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290852271.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,"$0 - $24,999",graduate degree,middle atlantic,1,
3290848617.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,male,45-60,"$100,000 - $149,999",bachelor degree,west south central,1,0.42857142857142855
3290846848.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,> 60,"$100,000 - $149,999",some college or associate degree,east north central,1,1.1428571428571428
3290846769.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,18-29,,bachelor degree,new england,1,1.1538461538461537
3290846466.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,45-60,"$25,000 - $49,999",bachelor degree,south atlantic,1,1.9285714285714286
3290845752.0,yes,1,yes,1.0,fan,4,medium_consumption,1,han,no,0.0,,,no,0.0,male,30-44,"$50,000 - $99,999",bachelor degree,mountain,1,0.9166666666666666
3290845367.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,yes,1.0,no,0.0,yes,1.0,male,30-44,"$0 - $24,999",high school degree,south atlantic,1,0.7142857142857143
3290845046.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,female,> 60,"$25,000 - $49,999",some college or associate degree,west north central,1,1.0714285714285714
3290844577.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,"$50,000 - $99,999",some college or associate degree,middle atlantic,1,
3290841815.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,30-44,"$50,000 - $99,999",bachelor degree,east south central,1,1.2
3290840905.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,45-60,"$100,000 - $149,999",some college or associate degree,east north central,1,
3290836653.0,yes,1,no,0.0,not_fan,2,low_consumption,1,greedo,no,0.0,,,no,0.0,female,18-29,"$50,000 - $99,999",bachelor degree,west south central,1,1.2142857142857142
3290834007.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,,,,,,0,0.0
3290829888.0,yes,1,no,0.0,not_fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,male,45-60,"$100,000 - $149,999",bachelor degree,south atlantic,1,0.42857142857142855
3290828902.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,45-60,,graduate degree,south atlantic,1,
3290824340.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,"$150,000+",some college or associate degree,pacific,1,
3290821620.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$50,000 - $99,999",graduate degree,south atlantic,1,0.6
3290819415.0,yes,1,no,0.0,not_fan,5,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,30-44,"$0 - $24,999",some college or associate degree,south atlantic,1,1.0
3290815080.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$50,000 - $99,999",bachelor degree,middle atlantic,1,
3290812610.0,yes,1,no,0.0,not_fan,1,low_consumption,1,greedo,no,0.0,,,no,0.0,female,45-60,"$50,000 - $99,999",graduate degree,west north central,1,1.1111111111111112
3290810177.0,yes,1,yes,1.0,fan,4,medium_consumption,1,han,no,0.0,,,yes,1.0,female,30-44,"$50,000 - $99,999",graduate degree,east south central,1,0.8461538461538461
3290810023.0,yes,1,no,0.0,not_fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,18-29,"$0 - $24,999",graduate degree,east north central,1,1.25
3290807769.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,18-29,"$0 - $24,999",some college or associate degree,east north central,1,
3290806200.0,yes,1,yes,1.0,fan,6,high_consumption,1,,,,,,,,,,,,,0,1.3076923076923077
3290805125.0,yes,1,no,0.0,not_fan,6,high_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$150,000+",graduate degree,south atlantic,1,1.75
3290804128.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290804008.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,yes,1.0,male,45-60,,bachelor degree,mountain,1,0.6428571428571429
3290799403.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,yes,1.0,no,0.0,yes,1.0,male,45-60,"$0 - $24,999",some college or associate degree,middle atlantic,1,-2.0
3290798641.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,"$25,000 - $49,999",some college or associate degree,mountain,1,
3290798064.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,45-60,"$50,000 - $99,999",graduate degree,south atlantic,1,1.5
3290796650.0,yes,1,yes,1.0,fan,4,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,45-60,,bachelor degree,west north central,1,1.8333333333333333
3290792507.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,18-29,"$25,000 - $49,999",bachelor degree,pacific,1,1.0714285714285714
3290787286.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,female,18-29,,less than high school degree,pacific,1,1.0833333333333333
3290785928.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,male,18-29,"$0 - $24,999",bachelor degree,pacific,1,1.0769230769230769
3290782952.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,male,45-60,"$25,000 - $49,999",high school degree,middle atlantic,1,
3290781544.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,yes,1.0,male,30-44,"$100,000 - $149,999",bachelor degree,west north central,1,0.7142857142857143
3290781284.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290781039.0,yes,1,yes,1.0,fan,5,high_consumption,1,greedo,no,0.0,,,yes,1.0,male,> 60,"$100,000 - $149,999",bachelor degree,west south central,1,0.9285714285714286
3290779524.0,yes,1,yes,1.0,fan,3,medium_consumption,1,greedo,no,0.0,,,yes,1.0,female,45-60,"$25,000 - $49,999",bachelor degree,west south central,1,1.3571428571428572
3290779140.0,yes,1,no,0.0,not_fan,4,medium_consumption,1,han,no,0.0,,,no,0.0,female,30-44,"$50,000 - $99,999",some college or associate degree,middle atlantic,1,1.3076923076923077
3290778828.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,> 60,"$50,000 - $99,999",some college or associate degree,pacific,1,0.5
3290777129.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290773277.0,yes,1,yes,1.0,fan,6,high_consumption,1,greedo,yes,1.0,yes,1.0,yes,1.0,male,30-44,"$150,000+",bachelor degree,south atlantic,1,1.2142857142857142
3290769012.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,45-60,"$50,000 - $99,999",some college or associate degree,west south central,1,
3290767951.0,yes,1,,,unknown,0,no_movies_seen,0,,,,,,,,,,,,,0,
3290767535.0,yes,1,no,0.0,not_fan,2,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,male,45-60,"$150,000+",graduate degree,east north central,1,0.2857142857142857
3290765210.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,yes,1.0,male,45-60,"$0 - $24,999",high school degree,middle atlantic,1,
3290762924.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,45-60,"$50,000 - $99,999",some college or associate degree,west north central,1,1.4
3290761823.0,no,0,,,unknown,0,no_movies_seen,0,,,,,,no,0.0,female,> 60,"$0 - $24,999",high school degree,pacific,1,
3290760722.0,yes,1,yes,1.0,fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,45-60,,some college or associate degree,east north central,1,1.5555555555555556
3290759512.0,yes,1,yes,1.0,fan,3,medium_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,> 60,"$25,000 - $49,999",some college or associate degree,east south central,1,2.0
3290758362.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,yes,1.0,no,0.0,no,0.0,male,18-29,,some college or associate degree,middle atlantic,1,1.0714285714285714
3290757230.0,yes,1,no,0.0,not_fan,1,low_consumption,1,i don't understand this question,no,0.0,,,no,0.0,female,18-29,"$25,000 - $49,999",high school degree,pacific,1,0.0
3290756394.0,yes,1,yes,1.0,fan,6,high_consumption,1,han,no,0.0,,,no,0.0,female,45-60,"$25,000 - $49,999",bachelor degree,middle atlantic,1,1.1428571428571428
3290755451.0,yes,1,yes,1.0,fan,6,high_consumption,1,i don't understand this question,no,0.0,,,yes,1.0,female,> 60,"$50,000 - $99,999",bachelor degree,west north central,1,2.0
3290753390.0,yes,1,no,0.0,not_fan,5,high_consumption,1,han,yes,1.0,yes,1.0,yes,1.0,male,45-60,"$0 - $24,999",some college or associate degree,new england,1,-0.23076923076923078
