respondent_id,has_seen_any_star_wars_film,is_star_wars_fan,seen_episode_i_the_phantom_menace,seen_episode_ii_attack_of_the_clones,seen_episode_iii_revenge_of_the_sith,seen_episode_iv_a_new_hope,seen_episode_v_the_empire_strikes_back,seen_episode_vi_return_of_the_jedi,rank_episode_i_the_phantom_menace,rank_episode_ii_attack_of_the_clones,rank_episode_iii_revenge_of_the_sith,rank_episode_iv_a_new_hope,rank_episode_v_the_empire_strikes_back,rank_episode_vi_return_of_the_jedi,opinion_han_solo,opinion_luke_skywalker,opinion_princess_leia_organa,opinion_anakin_skywalker,opinion_obi_wan_kenobi,opinion_emperor_palpatine,opinion_darth_vader,opinion_lando_calrissian,opinion_boba_fett,opinion_c_3po,opinion_r2_d2,opinion_jar_jar_binks,opinion_padme_amidala,opinion_yoda,which_character_shot_first,is_familiar_with_expanded_universe,is_expanded_universe_fan,is_star_trek_fan,gender,age,household_income,education,location_census_region,total_movies_seen,has_complete_movie_ranking,opinion_score_han_solo,opinion_score_luke_skywalker,opinion_score_princess_leia_organa,opinion_score_anakin_skywalker,opinion_score_obi_wan_kenobi,opinion_score_emperor_palpatine,opinion_score_darth_vader,opinion_score_lando_calrissian,opinion_score_boba_fett,opinion_score_c_3po,opinion_score_r2_d2,opinion_score_jar_jar_binks,opinion_score_padme_amidala,opinion_score_yoda,average_character_opinion_score,has_seen_any_star_wars_film_binary,is_star_wars_fan_binary,is_familiar_with_expanded_universe_binary,is_expanded_universe_fan_binary,is_star_trek_fan_binary,movie_consumption_segment,fan_segment,has_demographic_info
3290902880.0,yes,yes,1,1,1,1,1,1,4.0,6.0,5.0,1.0,2.0,3.0,very favorably,very favorably,very favorably,somewhat favorably,very favorably,somewhat unfavorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,very favorably,han,no,,no,female,45-60,"$150,000+",graduate degree,south atlantic,6,1,2.0,2.0,2.0,1.0,2.0,-1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.2857142857142858,1,1.0,0.0,,0.0,high_consumption,fan,1
3290901027.0,yes,yes,1,1,1,1,1,1,4.0,5.0,6.0,2.0,1.0,3.0,very favorably,somewhat favorably,somewhat favorably,neither favorably nor unfavorably (neutral),very favorably,neither favorably nor unfavorably (neutral),,somewhat unfavorably,neither favorably nor unfavorably (neutral),somewhat favorably,somewhat favorably,very unfavorably,neither favorably nor unfavorably (neutral),somewhat favorably,i don't understand this question,no,,yes,male,45-60,"$0 - $24,999",graduate degree,east north central,6,1,2.0,1.0,1.0,0.0,2.0,0.0,,-1.0,0.0,1.0,1.0,-2.0,0.0,1.0,0.46153846153846156,1,1.0,0.0,,1.0,high_consumption,fan,1
3290896982.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
3290893301.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,male,> 60,"$150,000+",bachelor degree,east north central,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290889443.0,yes,no,0,1,1,0,0,0,1.0,2.0,3.0,4.0,5.0,6.0,somewhat favorably,very favorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,very unfavorably,very unfavorably,very favorably,somewhat unfavorably,very favorably,very favorably,very favorably,somewhat favorably,very favorably,han,no,,no,female,18-29,"$50,000 - $99,999",bachelor degree,east north central,2,1,1.0,2.0,2.0,0.0,2.0,-2.0,-2.0,2.0,-1.0,2.0,2.0,2.0,1.0,2.0,0.9285714285714286,1,0.0,0.0,,0.0,low_consumption,not_fan,1
3290888715.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
3290888303.0,yes,yes,1,0,1,1,1,1,4.0,6.0,5.0,2.0,3.0,1.0,somewhat favorably,very favorably,somewhat favorably,neither favorably nor unfavorably (neutral),very favorably,very unfavorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),somewhat unfavorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),somewhat favorably,very favorably,han,no,,yes,male,18-29,,high school degree,east north central,5,1,1.0,2.0,1.0,0.0,2.0,-2.0,0.0,0.0,-1.0,1.0,2.0,0.0,1.0,2.0,0.6428571428571429,1,1.0,0.0,,1.0,high_consumption,fan,1
3290888102.0,yes,no,0,1,1,0,0,0,6.0,5.0,3.0,1.0,4.0,2.0,very favorably,very favorably,somewhat favorably,very unfavorably,very favorably,unfamiliar (n/a),unfamiliar (n/a),,,very favorably,very favorably,,,very favorably,i don't understand this question,no,,no,female,45-60,"$25,000 - $49,999",graduate degree,mountain,2,1,2.0,2.0,1.0,-2.0,2.0,,,,,2.0,2.0,,,2.0,1.375,1,0.0,0.0,,0.0,low_consumption,not_fan,1
3290888079.0,yes,yes,1,1,1,1,1,1,2.0,3.0,4.0,5.0,6.0,1.0,very favorably,very favorably,very favorably,very favorably,very favorably,somewhat favorably,somewhat favorably,somewhat favorably,neither favorably nor unfavorably (neutral),very favorably,very favorably,very unfavorably,very unfavorably,very favorably,i don't understand this question,no,,yes,female,> 60,,some college or associate degree,middle atlantic,6,1,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,-2.0,-2.0,2.0,1.0714285714285714,1,1.0,0.0,,1.0,high_consumption,fan,1
3290884427.0,yes,yes,1,1,1,1,0,1,3.0,4.0,5.0,6.0,1.0,2.0,very favorably,very favorably,very favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),somewhat favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,very favorably,neither favorably nor unfavorably (neutral),somewhat favorably,very favorably,greedo,yes,no,yes,male,45-60,,bachelor degree,pacific,5,1,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.2142857142857142,1,1.0,1.0,0.0,1.0,high_consumption,fan,1
3290881566.0,yes,yes,1,1,0,1,1,1,4.0,5.0,6.0,1.0,2.0,3.0,very favorably,very favorably,very favorably,very favorably,very favorably,somewhat unfavorably,somewhat unfavorably,neither favorably nor unfavorably (neutral),somewhat unfavorably,somewhat favorably,somewhat favorably,somewhat unfavorably,unfamiliar (n/a),very favorably,han,no,,no,female,> 60,"$100,000 - $149,999",graduate degree,pacific,5,1,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,,2.0,0.7692307692307693,1,1.0,0.0,,0.0,high_consumption,fan,1
3290879019.0,yes,yes,1,1,1,1,1,1,4.0,5.0,6.0,1.0,2.0,3.0,somewhat favorably,very favorably,very favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very favorably,very favorably,very unfavorably,somewhat favorably,very favorably,han,no,,yes,female,45-60,"$25,000 - $49,999",graduate degree,east south central,6,1,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,-2.0,1.0,2.0,0.9285714285714286,1,1.0,0.0,,1.0,high_consumption,fan,1
3290878766.0,yes,yes,1,1,1,1,1,1,4.0,5.0,6.0,1.0,2.0,3.0,very favorably,very favorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,unfamiliar (n/a),somewhat favorably,somewhat unfavorably,neither favorably nor unfavorably (neutral),very favorably,very favorably,somewhat favorably,neither favorably nor unfavorably (neutral),very favorably,han,yes,yes,yes,male,45-60,"$150,000+",bachelor degree,south atlantic,6,1,2.0,2.0,2.0,0.0,2.0,,1.0,-1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.1538461538461537,1,1.0,1.0,1.0,1.0,high_consumption,fan,1
3290874545.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,male,45-60,,,,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290873342.0,yes,yes,1,1,1,1,1,1,6.0,2.0,3.0,4.0,1.0,5.0,somewhat favorably,neither favorably nor unfavorably (neutral),somewhat favorably,somewhat unfavorably,very favorably,very favorably,very favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very unfavorably,somewhat unfavorably,somewhat favorably,han,yes,yes,no,male,30-44,"$50,000 - $99,999",bachelor degree,middle atlantic,6,1,1.0,0.0,1.0,-1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,-2.0,-1.0,1.0,0.5714285714285714,1,1.0,1.0,1.0,0.0,high_consumption,fan,1
3290871307.0,yes,yes,1,1,1,1,1,1,6.0,4.0,5.0,1.0,2.0,3.0,very favorably,very favorably,very favorably,very favorably,very favorably,very unfavorably,somewhat unfavorably,somewhat favorably,very unfavorably,very favorably,very favorably,somewhat unfavorably,somewhat favorably,very favorably,han,no,,yes,male,45-60,"$100,000 - $149,999",graduate degree,pacific,6,1,2.0,2.0,2.0,2.0,2.0,-2.0,-1.0,1.0,-2.0,2.0,2.0,-1.0,1.0,2.0,0.8571428571428571,1,1.0,0.0,,1.0,high_consumption,fan,1
3290869696.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,45-60,"$50,000 - $99,999",bachelor degree,east north central,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290863729.0,yes,yes,1,1,1,1,1,1,5.0,6.0,2.0,4.0,1.0,3.0,very favorably,somewhat favorably,somewhat favorably,very favorably,very favorably,very unfavorably,somewhat unfavorably,very favorably,somewhat unfavorably,very favorably,very favorably,very unfavorably,very favorably,very favorably,han,no,,yes,female,18-29,"$100,000 - $149,999",some college or associate degree,east north central,6,1,2.0,1.0,1.0,2.0,2.0,-2.0,-1.0,2.0,-1.0,2.0,2.0,-2.0,2.0,2.0,0.8571428571428571,1,1.0,0.0,,1.0,high_consumption,fan,1
3290863193.0,yes,yes,1,1,1,1,1,1,5.0,6.0,4.0,1.0,3.0,2.0,very favorably,very favorably,very favorably,very favorably,very favorably,somewhat favorably,very favorably,somewhat favorably,somewhat favorably,very favorably,very favorably,very unfavorably,very favorably,very favorably,han,yes,no,yes,male,45-60,,bachelor degree,south atlantic,6,1,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,-2.0,2.0,2.0,1.5,1,1.0,1.0,0.0,1.0,high_consumption,fan,1
3290862050.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
3290860908.0,yes,yes,1,1,1,1,1,1,6.0,5.0,3.0,4.0,1.0,2.0,very favorably,very favorably,very favorably,very favorably,unfamiliar (n/a),,very favorably,unfamiliar (n/a),somewhat favorably,very favorably,very favorably,somewhat favorably,very favorably,very favorably,greedo,yes,no,yes,male,45-60,"$0 - $24,999",graduate degree,mountain,6,1,2.0,2.0,2.0,2.0,,,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.8181818181818181,1,1.0,1.0,0.0,1.0,high_consumption,fan,1
3290860842.0,yes,no,1,1,1,1,1,1,3.0,4.0,6.0,5.0,1.0,2.0,very favorably,very favorably,somewhat favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),somewhat favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),somewhat favorably,somewhat favorably,somewhat unfavorably,very favorably,i don't understand this question,no,,no,male,> 60,,some college or associate degree,south atlantic,6,1,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,2.0,0.8571428571428571,1,0.0,0.0,,0.0,high_consumption,not_fan,1
3290860558.0,yes,yes,1,1,1,1,1,1,6.0,4.0,3.0,1.0,2.0,5.0,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,somewhat unfavorably,very favorably,very favorably,han,no,,no,male,30-44,,bachelor degree,new england,6,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,2.0,2.0,1.7857142857142858,1,1.0,0.0,,0.0,high_consumption,fan,1
3290858689.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
3290858543.0,yes,yes,1,1,1,1,1,1,4.0,3.0,5.0,2.0,1.0,6.0,very favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,neither favorably nor unfavorably (neutral),somewhat favorably,unfamiliar (n/a),somewhat favorably,very favorably,very favorably,unfamiliar (n/a),somewhat favorably,very favorably,i don't understand this question,yes,no,yes,male,45-60,"$150,000+",graduate degree,new england,6,1,2.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,2.0,2.0,,1.0,2.0,1.3333333333333333,1,1.0,1.0,0.0,1.0,high_consumption,fan,1
3290855818.0,yes,yes,1,1,1,1,1,1,5.0,6.0,4.0,1.0,2.0,3.0,very favorably,very favorably,very favorably,very favorably,very favorably,somewhat favorably,very favorably,somewhat unfavorably,somewhat favorably,very favorably,very favorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,han,yes,yes,yes,male,45-60,,high school degree,east north central,6,1,2.0,2.0,2.0,2.0,2.0,1.0,2.0,-1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.5,1,1.0,1.0,1.0,1.0,high_consumption,fan,1
3290854802.0,yes,yes,1,1,1,1,1,1,6.0,5.0,4.0,3.0,1.0,2.0,very favorably,somewhat favorably,somewhat favorably,somewhat unfavorably,somewhat favorably,very favorably,very favorably,somewhat favorably,very favorably,very favorably,very favorably,very unfavorably,somewhat unfavorably,very favorably,han,yes,yes,no,male,30-44,"$0 - $24,999",high school degree,pacific,6,1,2.0,1.0,1.0,-1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,-2.0,-1.0,2.0,1.0,1,1.0,1.0,1.0,0.0,high_consumption,fan,1
3290853559.0,yes,no,1,1,0,0,1,0,2.0,3.0,4.0,5.0,1.0,6.0,somewhat favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),unfamiliar (n/a),somewhat unfavorably,unfamiliar (n/a),somewhat unfavorably,somewhat favorably,somewhat favorably,neither favorably nor unfavorably (neutral),unfamiliar (n/a),neither favorably nor unfavorably (neutral),han,no,,yes,male,45-60,"$25,000 - $49,999",some college or associate degree,east south central,3,1,1.0,1.0,2.0,0.0,0.0,,-1.0,,-1.0,1.0,1.0,0.0,,0.0,0.36363636363636365,1,0.0,0.0,,1.0,medium_consumption,not_fan,1
3290853267.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
3290852271.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,18-29,"$0 - $24,999",graduate degree,middle atlantic,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290848617.0,yes,yes,1,1,1,1,1,1,4.0,5.0,6.0,3.0,1.0,2.0,very favorably,very favorably,somewhat favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),somewhat unfavorably,neither favorably nor unfavorably (neutral),somewhat unfavorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),very unfavorably,neither favorably nor unfavorably (neutral),very favorably,i don't understand this question,no,,yes,male,45-60,"$100,000 - $149,999",bachelor degree,west south central,6,1,2.0,2.0,1.0,1.0,2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-2.0,0.0,2.0,0.42857142857142855,1,1.0,0.0,,1.0,high_consumption,fan,1
3290846848.0,yes,yes,1,1,1,1,1,1,1.0,2.0,3.0,4.0,5.0,6.0,very favorably,very favorably,very favorably,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),somewhat favorably,somewhat favorably,somewhat favorably,somewhat favorably,somewhat favorably,neither favorably nor unfavorably (neutral),very favorably,han,no,,no,male,> 60,"$100,000 - $149,999",some college or associate degree,east north central,6,1,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.1428571428571428,1,1.0,0.0,,0.0,high_consumption,fan,1
3290846769.0,yes,no,0,0,1,0,0,1,3.0,4.0,1.0,5.0,6.0,2.0,very favorably,very favorably,very favorably,somewhat favorably,very favorably,somewhat unfavorably,somewhat unfavorably,unfamiliar (n/a),neither favorably nor unfavorably (neutral),very favorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,very favorably,i don't understand this question,no,,no,female,18-29,,bachelor degree,new england,2,1,2.0,2.0,2.0,1.0,2.0,-1.0,-1.0,,0.0,2.0,2.0,0.0,2.0,2.0,1.1538461538461537,1,0.0,0.0,,0.0,low_consumption,not_fan,1
3290846466.0,yes,yes,1,1,1,1,1,1,1.0,6.0,5.0,2.0,4.0,3.0,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,somewhat favorably,very favorably,very favorably,very favorably,very favorably,very favorably,greedo,no,,yes,male,45-60,"$25,000 - $49,999",bachelor degree,south atlantic,6,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.9285714285714286,1,1.0,0.0,,1.0,high_consumption,fan,1
3290845752.0,yes,yes,1,0,0,1,1,1,4.0,5.0,6.0,1.0,2.0,3.0,very favorably,somewhat favorably,somewhat favorably,very unfavorably,very favorably,unfamiliar (n/a),very favorably,somewhat favorably,neither favorably nor unfavorably (neutral),very favorably,very favorably,very unfavorably,unfamiliar (n/a),very favorably,han,no,,no,male,30-44,"$50,000 - $99,999",bachelor degree,mountain,4,1,2.0,1.0,1.0,-2.0,2.0,,2.0,1.0,0.0,2.0,2.0,-2.0,,2.0,0.9166666666666666,1,1.0,0.0,,0.0,medium_consumption,fan,1
3290845367.0,yes,yes,1,1,1,1,1,1,5.0,4.0,6.0,1.0,3.0,2.0,very favorably,very favorably,very favorably,somewhat unfavorably,very favorably,very unfavorably,neither favorably nor unfavorably (neutral),somewhat favorably,very unfavorably,somewhat favorably,somewhat favorably,somewhat favorably,somewhat favorably,very favorably,i don't understand this question,yes,no,yes,male,30-44,"$0 - $24,999",high school degree,south atlantic,6,1,2.0,2.0,2.0,-1.0,2.0,-2.0,0.0,1.0,-2.0,1.0,1.0,1.0,1.0,2.0,0.7142857142857143,1,1.0,1.0,0.0,1.0,high_consumption,fan,1
3290845046.0,yes,yes,1,1,1,1,1,1,4.0,5.0,6.0,2.0,1.0,3.0,very favorably,very favorably,very favorably,somewhat unfavorably,very favorably,somewhat unfavorably,very unfavorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,very favorably,very favorably,somewhat favorably,very favorably,han,no,,yes,female,> 60,"$25,000 - $49,999",some college or associate degree,west north central,6,1,2.0,2.0,2.0,-1.0,2.0,-1.0,-2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0714285714285714,1,1.0,0.0,,1.0,high_consumption,fan,1
3290844577.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,18-29,"$50,000 - $99,999",some college or associate degree,middle atlantic,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290841815.0,yes,no,0,0,0,1,1,1,4.0,5.0,6.0,2.0,1.0,3.0,very favorably,very favorably,very favorably,somewhat favorably,somewhat favorably,unfamiliar (n/a),very unfavorably,neither favorably nor unfavorably (neutral),unfamiliar (n/a),very favorably,very favorably,unfamiliar (n/a),unfamiliar (n/a),very favorably,i don't understand this question,no,,no,female,30-44,"$50,000 - $99,999",bachelor degree,east south central,3,1,2.0,2.0,2.0,1.0,1.0,,-2.0,0.0,,2.0,2.0,,,2.0,1.2,1,0.0,0.0,,0.0,medium_consumption,not_fan,1
3290840905.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,45-60,"$100,000 - $149,999",some college or associate degree,east north central,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290836653.0,yes,no,1,0,0,0,1,0,2.0,3.0,4.0,5.0,1.0,6.0,somewhat unfavorably,somewhat favorably,somewhat favorably,somewhat favorably,very favorably,somewhat favorably,very favorably,somewhat favorably,somewhat favorably,somewhat favorably,very favorably,very favorably,somewhat favorably,very favorably,greedo,no,,no,female,18-29,"$50,000 - $99,999",bachelor degree,west south central,2,1,-1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.2142857142857142,1,0.0,0.0,,0.0,low_consumption,not_fan,1
3290834007.0,yes,no,0,0,0,1,1,1,1.0,2.0,3.0,4.0,5.0,6.0,neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),neither favorably nor unfavorably (neutral),i don't understand this question,no,,yes,,,,,,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,,1.0,medium_consumption,not_fan,0
3290829888.0,yes,no,0,0,0,1,1,1,6.0,4.0,5.0,1.0,2.0,3.0,very favorably,very favorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,somewhat unfavorably,neither favorably nor unfavorably (neutral),somewhat unfavorably,neither favorably nor unfavorably (neutral),somewhat favorably,somewhat favorably,somewhat unfavorably,somewhat unfavorably,neither favorably nor unfavorably (neutral),i don't understand this question,no,,yes,male,45-60,"$100,000 - $149,999",bachelor degree,south atlantic,3,1,2.0,2.0,2.0,0.0,2.0,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.42857142857142855,1,0.0,0.0,,1.0,medium_consumption,not_fan,1
3290828902.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,45-60,,graduate degree,south atlantic,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290824340.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,male,45-60,"$150,000+",some college or associate degree,pacific,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290821620.0,yes,no,0,0,0,0,1,1,3.0,4.0,5.0,6.0,1.0,2.0,somewhat favorably,somewhat favorably,somewhat favorably,unfamiliar (n/a),somewhat favorably,unfamiliar (n/a),somewhat unfavorably,neither favorably nor unfavorably (neutral),unfamiliar (n/a),very favorably,very favorably,very unfavorably,unfamiliar (n/a),somewhat favorably,i don't understand this question,no,,no,female,45-60,"$50,000 - $99,999",graduate degree,south atlantic,2,1,1.0,1.0,1.0,,1.0,,-1.0,0.0,,2.0,2.0,-2.0,,1.0,0.6,1,0.0,0.0,,0.0,low_consumption,not_fan,1
3290819415.0,yes,no,1,1,1,0,1,1,3.0,5.0,4.0,6.0,1.0,2.0,somewhat favorably,very favorably,neither favorably nor unfavorably (neutral),somewhat unfavorably,,unfamiliar (n/a),very favorably,unfamiliar (n/a),unfamiliar (n/a),somewhat favorably,very favorably,unfamiliar (n/a),unfamiliar (n/a),somewhat favorably,i don't understand this question,no,,no,male,30-44,"$0 - $24,999",some college or associate degree,south atlantic,5,1,1.0,2.0,0.0,-1.0,,,2.0,,,1.0,2.0,,,1.0,1.0,1,0.0,0.0,,0.0,high_consumption,not_fan,1
3290815080.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,> 60,"$50,000 - $99,999",bachelor degree,middle atlantic,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290812610.0,yes,no,0,0,0,0,1,0,3.0,4.0,5.0,6.0,1.0,2.0,somewhat favorably,very favorably,very favorably,somewhat unfavorably,very favorably,unfamiliar (n/a),very unfavorably,unfamiliar (n/a),unfamiliar (n/a),very favorably,very favorably,unfamiliar (n/a),unfamiliar (n/a),very favorably,greedo,no,,no,female,45-60,"$50,000 - $99,999",graduate degree,west north central,1,1,1.0,2.0,2.0,-1.0,2.0,,-2.0,,,2.0,2.0,,,2.0,1.1111111111111112,1,0.0,0.0,,0.0,low_consumption,not_fan,1
3290810177.0,yes,yes,0,0,1,1,1,1,6.0,5.0,4.0,1.0,2.0,3.0,very favorably,very favorably,very favorably,very unfavorably,very favorably,neither favorably nor unfavorably (neutral),somewhat favorably,somewhat unfavorably,somewhat unfavorably,somewhat favorably,somewhat favorably,unfamiliar (n/a),very favorably,very favorably,han,no,,yes,female,30-44,"$50,000 - $99,999",graduate degree,east south central,4,1,2.0,2.0,2.0,-2.0,2.0,0.0,1.0,-1.0,-1.0,1.0,1.0,,2.0,2.0,0.8461538461538461,1,1.0,0.0,,1.0,medium_consumption,fan,1
3290810023.0,yes,no,1,1,1,1,1,1,1.0,2.0,3.0,4.0,5.0,6.0,unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),unfamiliar (n/a),somewhat favorably,somewhat favorably,somewhat favorably,unfamiliar (n/a),very favorably,i don't understand this question,no,,no,female,18-29,"$0 - $24,999",graduate degree,east north central,6,1,,,,,,,,,,1.0,1.0,1.0,,2.0,1.25,1,0.0,0.0,,0.0,high_consumption,not_fan,1
3290807769.0,no,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,no,female,18-29,"$0 - $24,999",some college or associate degree,east north central,0,0,,,,,,,,,,,,,,,,0,,,,0.0,no_movies_seen,unknown,1
3290806200.0,yes,yes,1,1,1,1,1,1,4.0,5.0,6.0,3.0,1.0,2.0,very favorably,very favorably,very favorably,somewhat unfavorably,very favorably,unfamiliar (n/a),very unfavorably,very favorably,neither favorably nor unfavorably (neutral),very favorably,very favorably,very favorably,very favorably,very favorably,,,,,,,,,,6,1,2.0,2.0,2.0,-1.0,2.0,,-2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.3076923076923077,1,1.0,,,,high_consumption,fan,0
3290805125.0,yes,no,1,1,1,1,1,1,1.0,2.0,3.0,4.0,5.0,6.0,very favorably,very favorably,very favorably,very favorably,very favorably,very favorably,somewhat unfavorably,unfamiliar (n/a),unfamiliar (n/a),very favorably,very favorably,very favorably,very favorably,very favorably,i don't understand this question,no,,no,male,45-60,"$150,000+",graduate degree,south atlantic,6,1,2.0,2.0,2.0,2.0,2.0,2.0,-1.0,,,2.0,2.0,2.0,2.0,2.0,1.75,1,0.0,0.0,,0.0,high_consumption,not_fan,1
3290804128.0,yes,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,1,,,,,no_movies_seen,unknown,0
